"","ï..Operator","Station.Unit","Zone","PTID","Town","County","State","In.Service.Date","MW..W.","Sum","Win","Sum.1","Win.1","Dual","Unit.Type","Type.1","Type.2","GWH..W.","Notes","Unit.Type.Expanded","State_Name","County_Name","City"
"628","Noble Altona Windpark LLC","Altona Wind Power","D",323606,"Altona",19,36,"9/23/2008",97.5,97.5,97.5,97.5,97.5,"","WT","WND","",175.6,"","Wind Turbine","New York","Clinton","Altona"
"629","Noble Bliss Windpark LLC","Bliss Wind Power","A",323608,"Bliss",121,36,"3/20/2008",100.5,100.5,100.5,100.5,100.5,"","WT","WND","",210.4,"","Wind Turbine","New York","Wyoming","Bliss"
"630","Noble Chateaugay Windpark LLC","Chateaugay Wind Power","D",323614,"Chateaugay",33,36,"10/7/2008",106.5,106.5,106.5,106.5,106.5,"","WT","WND","",208.5,"","Wind Turbine","New York","Franklin","Chateaugay"
"631","Noble Clinton Windpark LLC","Clinton Wind Power","D",323605,"Clinton",19,36,"4/9/2008",100.5,100.5,100.5,100.5,100.5,"","WT","WND","",170.9,"","Wind Turbine","New York","Clinton","Clinton"
"632","Noble Ellenburg Windpark LLC","Ellenburg Wind Power","D",323604,"Ellenburg",19,36,"3/31/2008",81,81,81,81,81,"","WT","WND","",173.2,"","Wind Turbine","New York","Clinton","Ellenburg"
"633","Noble Wethersfield Windpark LLC","Wethersfield Wind Power","C",323626,"Wethersfield",121,36,"12/11/2008",126,126,126,126,126,"","WT","WND","",272.1,"","Wind Turbine","New York","Wyoming","Wethersfield"
"634","Northbrook Lyons Falls LLC","Hampshire Paper","E",323593,"Gouverneur",89,36,"3/1/1987",3.4,3.5,3.5,3.4,3.4,"","HY","WAT","",20.2,"","Conventional Hydro","New York","St Lawrence","Gouverneur"
"635","Northbrook Lyons Falls LLC","Lyons Falls Hydro","E",23570,"Lyons Falls",49,36,"1/1/1986",8,7.3,7.3,8,8,"","HY","WAT","",46,"","Conventional Hydro","New York","Lewis","Lyons Falls"
"636","NRG Power Marketing LLC","Arthur Kill GT 1","J",23520,"Staten Island",85,36,"6/1/1970",20,16.5,21.6,11.9,13.7,"","GT","NG","",0.4,"","Combustion Turbine","New York","Richmond","Staten Island"
"637","NRG Power Marketing LLC","Arthur Kill ST 2","J",23512,"Staten Island",85,36,"8/1/1959",376.2,357.7,357.7,334.7,341.8,"","ST","NG","",563.6,"","Steam Turbine (Fossil)","New York","Richmond","Staten Island"
"638","NRG Power Marketing LLC","Arthur Kill ST 3","J",23513,"Staten Island",85,36,"6/1/1969",535.5,518,518,515.7,522.9,"","ST","NG","",263.1,"","Steam Turbine (Fossil)","New York","Richmond","Staten Island"
"639","NRG Power Marketing LLC","Astoria GT 2-1","J",24094,"Queens",81,36,"6/1/1970",46.5,41.2,50.7,35.8,44.6,"YES","JE","KER","NG",3.2,"","Jet Engine","New York","Queens","Queens"
"640","NRG Power Marketing LLC","Astoria GT 2-2","J",24095,"Queens",81,36,"6/1/1970",46.5,42.4,52.2,34.1,44.6,"YES","JE","KER","NG",1.9,"","Jet Engine","New York","Queens","Queens"
"641","NRG Power Marketing LLC","Astoria GT 2-3","J",24096,"Queens",81,36,"6/1/1970",46.5,41.2,50.7,35.5,45.8,"YES","JE","KER","NG",3,"","Jet Engine","New York","Queens","Queens"
"642","NRG Power Marketing LLC","Astoria GT 2-4","J",24097,"Queens",81,36,"6/1/1970",46.5,41,50.5,35.2,45.5,"YES","JE","KER","NG",2.3,"","Jet Engine","New York","Queens","Queens"
"643","NRG Power Marketing LLC","Astoria GT 3-1","J",24098,"Queens",81,36,"6/1/1970",46.5,41.2,50.7,33.2,43.3,"YES","JE","KER","NG",1.9,"","Jet Engine","New York","Queens","Queens"
"644","NRG Power Marketing LLC","Astoria GT 3-2","J",24099,"Queens",81,36,"6/1/1970",46.5,43.5,53.5,34.8,44.3,"YES","JE","KER","NG",2.8,"","Jet Engine","New York","Queens","Queens"
"645","NRG Power Marketing LLC","Astoria GT 3-3","J",24100,"Queens",81,36,"6/1/1970",46.5,43,52.9,34.5,44.3,"YES","JE","KER","NG",2.2,"","Jet Engine","New York","Queens","Queens"
"646","NRG Power Marketing LLC","Astoria GT 3-4","J",24101,"Queens",81,36,"6/1/1970",46.5,43,52.9,36,45.1,"YES","JE","KER","NG",3.5,"","Jet Engine","New York","Queens","Queens"
"647","NRG Power Marketing LLC","Astoria GT 4-1","J",24102,"Queens",81,36,"7/1/1970",46.5,42.6,52.4,34.7,45.6,"YES","JE","KER","NG",1.6,"","Jet Engine","New York","Queens","Queens"
"648","NRG Power Marketing LLC","Astoria GT 4-2","J",24103,"Queens",81,36,"7/1/1970",46.5,41.4,51,33.9,44.8,"YES","JE","KER","NG",1.8,"","Jet Engine","New York","Queens","Queens"
"649","NRG Power Marketing LLC","Astoria GT 4-3","J",24104,"Queens",81,36,"7/1/1970",46.5,41.1,50.6,34.6,44.9,"YES","JE","KER","NG",3.7,"","Jet Engine","New York","Queens","Queens"
"650","NRG Power Marketing LLC","Astoria GT 4-4","J",24105,"Queens",81,36,"7/1/1970",46.5,42.8,52.7,33,45.1,"YES","JE","KER","NG",1.5,"","Jet Engine","New York","Queens","Queens"
"651","NRG Power Marketing LLC","Oswego 5","C",23606,"Oswego",75,36,"2/1/1976",901.8,850.3,850.3,821.5,825.5,"","ST","FO6","",18.1,"","Steam Turbine (Fossil)","New York","Oswego","Oswego"
"652","NRG Power Marketing LLC","Oswego 6","C",23613,"Oswego",75,36,"7/1/1980",901.8,835.2,835.2,816.5,828.7,"YES","ST","FO6","NG",21.6,"","Steam Turbine (Fossil)","New York","Oswego","Oswego"
"653","NRG Power Marketing LLC","Oswego IC 1","C",5052,"Oswego",75,36,"8/1/1967",0.7,0,0,0,0,"","IC","FO2","",NA,"","Internal Combustion","New York","Oswego","Oswego"
"654","NRG Power Marketing LLC","Oswego IC 2","C",5053,"Oswego",75,36,"2/1/1976",0.8,0,0,0,0,"","IC","FO2","",NA,"","Internal Combustion","New York","Oswego","Oswego"
"655","NRG Power Marketing LLC","Oswego IC 3","C",5054,"Oswego",75,36,"7/1/1980",0.8,0,0,0,0,"","IC","FO2","",NA,"","Internal Combustion","New York","Oswego","Oswego"
"656","Orange and Rockland Utilities","Buttermilk Falls","G",5055,"Highland Falls",71,36,"12/1/1986",0.1,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Orange","Highland Falls"
"657","Orange and Rockland Utilities","Intl Crossroads","G",5056,"Mahwah",3,34,"12/1/1987",3,0,0,0,0,"YES","IC","NG","FO2",NA,"","Internal Combustion","New Jersey","Bergen","Mahwah"
"658","Orange and Rockland Utilities","Landfill G.Part19","G",5057,"Goshen",71,36,"12/1/1988",2.5,0,0,0,0,"","IC","MTE","",NA,"","Internal Combustion","New York","Orange","Goshen"
"659","Orange and Rockland Utilities","Middletown LFG","G",5058,"Goshen",71,36,"12/1/1988",3,0,0,0,0,"","IC","MTE","",NA,"","Internal Combustion","New York","Orange","Goshen"
"660","PSEG Energy Resource & Trade LLC","Bethlehem Energy Center","F",323570,"Bethlehem",1,36,"7/1/2005",893.1,835,924.8,787.2,862.5,"YES","CC","NG","FO2",5303.7,"","Combined Cycle","New York","Albany","Bethlehem"
"661","R.E. Ginna Nuclear PowerPlant LLC","R.E. Ginna","B",23603,"Ontario",117,36,"7/1/1970",614,582,582,580.6,581.1,"","NP","UR","",4655.2,"","Steam (PWR Nuclear)","New York","Wayne","Ontario"
"662","ReEnergy Black River LLC","Fort Drum","E",23780,"Watertown",45,36,"5/30/2013",55.5,55.6,55.6,0,0,"","ST","WD","FO2",190.7,"","Steam Turbine (Fossil)","New York","Jefferson","Watertown"
"663","Rochester Gas and Electric Corp","Mills Mills","B",5059,"Fillmore",3,36,"7/1/1906",0.2,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Allegany","Fillmore"
"664","Rochester Gas and Electric Corp","Mt Morris","B",5060,"Mt Morris",51,36,"7/1/1916",0.3,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Livingston","Mt Morris"
"665","Rochester Gas and Electric Corp","Station 2 1","B",23604,"Rochester",55,36,"7/1/1913",8.5,6.5,6.5,8.5,8.5,"","HY","WAT","",28.7,"","Conventional Hydro","New York","Monroe","Rochester"
"666","Rochester Gas and Electric Corp","Station 26 1","B",23604,"Rochester",55,36,"8/1/1952",3,3,3,3,3,"","HY","WAT","",5.9,"","Conventional Hydro","New York","Monroe","Rochester"
"667","Rochester Gas and Electric Corp","Station 5 1","B",23604,"Rochester",55,36,"7/1/1918",14,11.8,11.8,14,14,"","HY","WAT","",59.8,"","Conventional Hydro","New York","Monroe","Rochester"
"668","Rochester Gas and Electric Corp","Station 5 2","B",23604,"Rochester",55,36,"7/1/1918",13.6,11.8,11.8,13.6,13.6,"","HY","WAT","",7.5,"","Conventional Hydro","New York","Monroe","Rochester"
"669","Rochester Gas and Electric Corp","Station 5 3","B",23604,"Rochester",55,36,"7/1/1918",18,16.5,16.5,18,18,"","HY","WAT","",76.9,"","Conventional Hydro","New York","Monroe","Rochester"
"670","Rockville Centre, Village of","Charles P Keller 7","K",1661,"Rockville Centre",59,36,"9/1/1942",2,2,2,1.9,1.9,"","IC","FO2","",0,"","Internal Combustion","New York","Nassau","Rockville Centre"
"671","Rockville Centre, Village of","Charles P Keller 8","K",1661,"Rockville Centre",59,36,"9/1/1950",2.4,2.8,2.8,0,0,"","IC","FO2","",0,"9,R","Internal Combustion","New York","Nassau","Rockville Centre"
"672","Rockville Centre, Village of","Charles P Keller 9","K",1661,"Rockville Centre",59,36,"9/1/1954",3.5,3.3,3.3,3.4,3.4,"YES","IC","FO2","NG",0.1,"","Internal Combustion","New York","Nassau","Rockville Centre"
"673","Rockville Centre, Village of","Charles P Keller 10","K",1661,"Rockville Centre",59,36,"9/1/1954",3.5,3.2,3.2,3.4,3.4,"YES","IC","FO2","NG",0.3,"","Internal Combustion","New York","Nassau","Rockville Centre"
"674","Rockville Centre, Village of","Charles P Keller 11","K",1661,"Rockville Centre",59,36,"9/1/1962",5.2,5.2,5.2,5,5,"YES","IC","FO2","NG",0.2,"","Internal Combustion","New York","Nassau","Rockville Centre"
"675","Rockville Centre, Village of","Charles P Keller 12","K",1661,"Rockville Centre",59,36,"9/1/1967",5.5,5.5,5.5,5.3,5.3,"YES","IC","FO2","NG",0,"","Internal Combustion","New York","Nassau","Rockville Centre"
"676","Rockville Centre, Village of","Charles P Keller 13","K",1661,"Rockville Centre",59,36,"9/1/1974",5.5,5.6,5.6,5.3,5.3,"YES","IC","FO2","NG",0.2,"","Internal Combustion","New York","Nassau","Rockville Centre"
"677","Rockville Centre, Village of","Charles P Keller 14","K",1661,"Rockville Centre",59,36,"9/1/1994",6.2,6.3,6.3,5.9,5.9,"YES","IC","FO2","NG",0.9,"","Internal Combustion","New York","Nassau","Rockville Centre"
"678","SBF New York LLC","Beaver Falls","E",23983,"Beaver Falls",49,36,"3/1/1995",107.8,80.2,94.9,81.4,95.7,"YES","CC","NG","FO2",5.7,"","Combined Cycle","New York","Lewis","Beaver Falls"
"679","SBF New York LLC","Syracuse","C",23985,"Syracuse",67,36,"9/1/1993",102.7,86.8,107.3,83.3,97.1,"YES","CC","NG","FO2",20.6,"","Combined Cycle","New York","Onondaga","Syracuse"
"680","Selkirk Cogen Partners LP","Selkirk-I","F",23801,"Selkirk",1,36,"3/1/1992",107.2,82.1,107.2,78.1,104.3,"YES","CC","NG","FO2",28.7,"","Combined Cycle","New York","Albany","Selkirk"
"681","Selkirk Cogen Partners LP","Selkirk-II","F",23799,"Selkirk",1,36,"9/1/1994",338.8,291.3,380.5,282.1,325.9,"YES","CC","NG","FO2",200.4,"","Combined Cycle","New York","Albany","Selkirk"
"682","Seneca Energy II LLC","Ontario LFGE","C",23819,"Canandaigua",69,36,"12/1/2003",11.2,7.6,7.6,11.2,11.2,"","IC","MTE","",67.2,"","Internal Combustion","New York","Ontario","Canandaigua"
"683","Seneca Energy II LLC","Seneca Energy 1","C",23797,"Seneca Falls",99,36,"3/1/1996",8.8,8.8,8.8,8.8,8.8,"","IC","MTE","",122,"G","Internal Combustion","New York","Seneca","Seneca Falls"
"684","Seneca Energy II LLC","Seneca Energy 2","C",23797,"Seneca Falls",99,36,"8/1/1997",8.8,8.8,8.8,8.8,8.8,"","IC","MTE","",NA,"","Internal Combustion","New York","Seneca","Seneca Falls"
"685","Seneca Falls Power Corp","Seneca Falls 1","C",23627,"Seneca Falls",99,36,"6/1/1998",1.8,1.6,1.6,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Seneca","Seneca Falls"
"686","Seneca Falls Power Corp","Seneca Falls 2","C",23627,"Seneca Falls",99,36,"6/1/1998",1.8,1.6,1.6,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Seneca","Seneca Falls"
"687","Seneca Falls Power Corp","Seneca Falls 4","C",23627,"Seneca Falls",99,36,"6/1/1998",2,1.8,1.8,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Seneca","Seneca Falls"
"688","Seneca Power PartnersLP","Allegany","B",23514,"Hume",3,36,"3/1/1995",67,62.9,82.2,62.5,62,"","CC","NG","",33.1,"","Combined Cycle","New York","Allegany","Hume"
"689","Seneca Power PartnersLP","Batavia","B",24024,"Batavia",37,36,"6/1/1992",67.3,57.1,71.7,48.8,59.6,"","CC","NG","",20.2,"","Combined Cycle","New York","Genesee","Batavia"
"690","Seneca Power PartnersLP","Carthage Energy","E",23857,"Carthage",45,36,"8/1/1991",62.9,59,70.6,56.5,64.2,"YES","CC","NG","FO2",4.9,"","Combined Cycle","New York","Jefferson","Carthage"
"691","Seneca Power PartnersLP","Hillburn GT","G",23639,"Hillburn",87,36,"4/1/1971",46.5,37.9,51.8,35.1,44.9,"YES","JE","NG","KER",0.4,"","Jet Engine","New York","Rockland","Hillburn"
"692","Seneca Power PartnersLP","Shoemaker GT","G",23640,"Middletown",71,36,"5/1/1971",41.9,33.1,45.2,32.4,41.8,"YES","JE","NG","KER",0.4,"","Jet Engine","New York","Orange","Middletown"
"693","Seneca Power PartnersLP","Sterling","E",23777,"Sherrill",65,36,"6/1/1991",65.3,57.4,72.1,50.4,63.4,"","CC","NG","",12.9,"","Combined Cycle","New York",NA,"Sherrill"
"694","Sheldon Energy LLC","High Sheldon Wind Farm","C",323625,"Sheldon",121,36,"2/1/2009",118.1,112.5,112.5,118.1,118.1,"","WT","WND","",268.4,"","Wind Turbine","New York","Wyoming","Sheldon"
"695","Somerset Operating Company LLC","Somerset","A",23543,"Somerset",63,36,"8/1/1984",655.1,686.5,686.5,685.9,691.5,"","ST","BIT","",347.3,"","Steam Turbine (Fossil)","New York","Niagara","Somerset"
"696","Stephentown Spindle LLC","Beacon LESR","F",323632,"Stephentown",83,36,"11/29/2010",20,0,0,0,0,"","ES","FW","",NA,"","Energy Storage","New York","Rensselaer","Stephentown"
"697","Stony Creek Energy LLC","Orangeville Wind Farm","C",323706,"Orangeville",121,36,"12/1/2013",93.9,94.4,94.4,93.9,93.9,"","WT","WND","",279.9,"","Wind Turbine","New York","Wyoming","Orangeville"
"698","TransAlta Energy Marketing (U.S.) Inc","Saranac Energy","D",23793,"Plattsburgh",19,36,"6/1/1994",285.6,253.7,298.4,246.1,271.3,"","CC","NG","",61,"","Combined Cycle","New York","Clinton","Plattsburgh"
"699","Triton Power Company","Chateaugay High Falls","D",323578,"Chateaugay",33,36,"12/1/1987",1.7,1.7,1.7,0,0,"","HY","WAT","",8.3,"","Conventional Hydro","New York","Franklin","Chateaugay"
"700","Western New York Wind Corp","Western NY Wind Power","B",24143,"Wethersfield",121,36,"10/1/2000",6.6,0,0,0,0,"","WT","WND","",7.1,"","Wind Turbine","New York","Wyoming","Wethersfield"
"701","Wheelabrator Hudson Falls LLC","Wheelabrator Hudson Falls","F",23798,"Hudson Falls",115,36,"10/1/1991",14.4,12.7,12.7,10.9,10.3,"","ST","REF","",71.1,"","Steam Turbine (Fossil)","New York","Washington","Hudson Falls"
"702","Wheelabrator Hudson Falls LLC","Wheelabrator Westchester","H",23653,"Peekskill",119,36,"4/1/1984",59.7,53.5,53.5,52.6,51.1,"","ST","REF","",394.3,"","Steam Turbine (Fossil)","New York","Westchester","Peekskill"
