"","monthlyLoadPeaks","monthlySummativeLoads","avgMaxTemps","zone","Date","cumNPR_MW","cumSummer","cumWinter","cumNPR_MW_Renewable","cumSummer_Renewable","cumWinter_Renewable","cumNPR_MW_NonRenewable","cumSummer_NonRenewable","cumWinter_NonRenewable","DateTime","upstate"
"1",11909,5364211,53.7302904564315,"A","2011-11",4510.2,3989.9,4051.5,3303.8,2830.4,2829,1206.4,1159.5,1222.5,2011-11-01,"Upstate"
"2",13006,5996160,41.3548387096774,"A","2011-12",4510.2,3989.9,4051.5,3303.8,2830.4,2829,1206.4,1159.5,1222.5,2011-12-01,"Upstate"
"3",13591,6808075,37.0967741935484,"A","2012-01",4510.2,3989.9,4051.5,3303.8,2830.4,2829,1206.4,1159.5,1222.5,2012-01-01,"Upstate"
"4",12399,6139158,36.448275862069,"A","2012-02",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2012-02-01,"Upstate"
"5",12233,5718149,56.0484522207268,"A","2012-03",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2012-03-01,"Upstate"
"6",11658,5562962,53.8333333333333,"A","2012-04",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2012-04-01,"Upstate"
"7",15517,5703817,73.3225806451613,"A","2012-05",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2012-05-01,"Upstate"
"8",17859,6237270,75.9,"A","2012-06",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2012-06-01,"Upstate"
"9",19069,7989621,84.0967741935484,"A","2012-07",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2012-07-01,"Upstate"
"10",17804,6967936,80.6129032258064,"A","2012-08",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2012-08-01,"Upstate"
"11",15543,5519207,71.5666666666667,"A","2012-09",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2012-09-01,"Upstate"
"12",11802,5606226,59.1290322580645,"A","2012-10",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2012-10-01,"Upstate"
"13",12542,5852387,45.551867219917,"A","2012-11",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2012-11-01,"Upstate"
"14",13408,6583493,41.3225806451613,"A","2012-12",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2012-12-01,"Upstate"
"15",15133,7208885,36.7096774193548,"A","2013-01",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2013-01-01,"Upstate"
"16",13595,6325249,31.25,"A","2013-02",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2013-02-01,"Upstate"
"17",12834,6611524,38.3755047106326,"A","2013-03",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2013-03-01,"Upstate"
"18",11828,5510550,55.8333333333333,"A","2013-04",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2013-04-01,"Upstate"
"19",15545,5529479,70.8064516129032,"A","2013-05",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2013-05-01,"Upstate"
"20",15922,5815299,72.4666666666667,"A","2013-06",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2013-06-01,"Upstate"
"21",19849,7658331,79.4838709677419,"A","2013-07",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2013-07-01,"Upstate"
"22",15934,6925183,76.9032258064516,"A","2013-08",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2013-08-01,"Upstate"
"23",18730,6153242,70.2333333333333,"A","2013-09",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2013-09-01,"Upstate"
"24",12047,5694066,61.9354838709677,"A","2013-10",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2013-10-01,"Upstate"
"25",13114,6386323,44.1078838174274,"A","2013-11",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2013-11-01,"Upstate"
"26",14973,7234371,33.8709677419355,"A","2013-12",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2013-12-01,"Upstate"
"27",15656,7927120,26.9032258064516,"A","2014-01",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2014-01-01,"Upstate"
"28",14103,6779606,26.25,"A","2014-02",4525.2,3989.9,4051.5,3318.8,2830.4,2829,1206.4,1159.5,1222.5,2014-02-01,"Upstate"
"29",13447,6887742,35.0578734858681,"A","2014-03",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2014-03-01,"Upstate"
"30",11339,5574726,55.3333333333333,"A","2014-04",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2014-04-01,"Upstate"
"31",12308,5727535,65.9677419354839,"A","2014-05",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2014-05-01,"Upstate"
"32",17726,6742413,77.5333333333333,"A","2014-06",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2014-06-01,"Upstate"
"33",17561,6941742,75.8064516129032,"A","2014-07",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2014-07-01,"Upstate"
"34",16362,6933773,76.9354838709677,"A","2014-08",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2014-08-01,"Upstate"
"35",16701,5873416,71.9,"A","2014-09",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2014-09-01,"Upstate"
"36",11141,5665206,60.3225806451613,"A","2014-10",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2014-10-01,"Upstate"
"37",12956,6109067,43.4495159059474,"A","2014-11",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2014-11-01,"Upstate"
"38",13644,6892145,38.3225806451613,"A","2014-12",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2014-12-01,"Upstate"
"39",15539,7697808,28,"A","2015-01",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2015-01-01,"Upstate"
"40",14963,7068815,18.25,"A","2015-02",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2015-02-01,"Upstate"
"41",13979,6896825,36.2866756393001,"A","2015-03",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2015-03-01,"Upstate"
"42",10972,5436272,54.8,"A","2015-04",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2015-04-01,"Upstate"
"43",13866,5736582,72.1935483870968,"A","2015-05",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2015-05-01,"Upstate"
"44",14906,6254784,73.3,"A","2015-06",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2015-06-01,"Upstate"
"45",18129,7242729,79.2903225806452,"A","2015-07",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2015-07-01,"Upstate"
"46",17834,6923353,77.2903225806452,"A","2015-08",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2015-08-01,"Upstate"
"47",18879,6661945,75.8,"A","2015-09",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2015-09-01,"Upstate"
"48",10355,5328981,58.6451612903226,"A","2015-10",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2015-10-01,"Upstate"
"49",11634,5395503,53.6182572614108,"A","2015-11",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2015-11-01,"Upstate"
"50",12347,6076049,48.0322580645161,"A","2015-12",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2015-12-01,"Upstate"
"51",14103.4040259384,7157414,33.6129032258064,"A","2016-01",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2016-01-01,"Upstate"
"52",13802,6436094,37.2413793103448,"A","2016-02",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2016-02-01,"Upstate"
"53",11971,5891872,47.7631224764468,"A","2016-03",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2016-03-01,"Upstate"
"54",11725,5517575,51.9,"A","2016-04",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2016-04-01,"Upstate"
"55",14334,5514681,68.0645161290323,"A","2016-05",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2016-05-01,"Upstate"
"56",16959,6432323,76.9777777777778,"A","2016-06",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2016-06-01,"Upstate"
"57",19038,7884219,81.8387096774194,"A","2016-07",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2016-07-01,"Upstate"
"58",19631,8567729,83.9032258064516,"A","2016-08",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2016-08-01,"Upstate"
"59",18763,6380938,75.6666666666667,"A","2016-09",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2016-09-01,"Upstate"
"60",11060,5252245,62.0322580645161,"A","2016-10",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2016-10-01,"Upstate"
"61",12183,5477297,52.6804979253112,"A","2016-11",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2016-11-01,"Upstate"
"62",14177,6473725,35.8064516129032,"A","2016-12",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2016-12-01,"Upstate"
"63",13053,6488178,36.4516129032258,"A","2017-01",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2017-01-01,"Upstate"
"64",12214,5593966,42.2857142857143,"A","2017-02",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2017-02-01,"Upstate"
"65",12312,6308097,39.7671601615074,"A","2017-03",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2017-03-01,"Upstate"
"66",10344,4807617,59.7333333333333,"A","2017-04",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2017-04-01,"Upstate"
"67",12116,4976430,63.8064516129032,"A","2017-05",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2017-05-01,"Upstate"
"68",14816,6128646,74.6333333333333,"A","2017-06",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2017-06-01,"Upstate"
"69",16349,6970561,78.1612903225806,"A","2017-07",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2017-07-01,"Upstate"
"70",16174,6349200,76.9032258064516,"A","2017-08",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2017-08-01,"Upstate"
"71",16364,5653882,74.7,"A","2017-09",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2017-09-01,"Upstate"
"72",10675,5175562,65.2016129032258,"A","2017-10",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2017-10-01,"Upstate"
"73",11453,5823481,48.253112033195,"A","2017-11",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2017-11-01,"Upstate"
"74",13950,7036935,31.1774193548387,"A","2017-12",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2017-12-01,"Upstate"
"75",14602,7235392,32.0645161290323,"A","2018-01",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2018-01-01,"Upstate"
"76",12875,6020765,39.3928571428571,"A","2018-02",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2018-02-01,"Upstate"
"77",12845,6676185,37.7153432032301,"A","2018-03",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2018-03-01,"Upstate"
"78",11313,5710764,47.4666666666667,"A","2018-04",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2018-04-01,"Upstate"
"79",14214.6591893001,5697727,75.0967741935484,"A","2018-05",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2018-05-01,"Upstate"
"80",17532,6287378,76.8,"A","2018-06",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2018-06-01,"Upstate"
"81",19311,8366370,83.7258064516129,"A","2018-07",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2018-07-01,"Upstate"
"82",18503,7688776,79.9516129032258,"A","2018-08",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2018-08-01,"Upstate"
"83",18426,6411640,74.3166666666667,"A","2018-09",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2018-09-01,"Upstate"
"84",14045,5500989,56.758064516129,"A","2018-10",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2018-10-01,"Upstate"
"85",12019,6121557,39.902489626556,"A","2018-11",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2018-11-01,"Upstate"
"86",16287.4016029166,7117423.08450688,34.8832410201799,"A","2018-12",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2018-12-01,"Upstate"
"87",15761.3523732425,7540222.00599539,30.9618632443019,"A","2019-01",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2019-01-01,"Upstate"
"88",14806.9581478543,6476961.56840456,37.1569114795671,"A","2019-02",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2019-02-01,"Upstate"
"89",14074.6061099725,6773615.05563579,39.5510246045741,"A","2019-03",4525.8,3989.9,4051.5,3319.4,2830.4,2829,1206.4,1159.5,1222.5,2019-03-01,"Upstate"
"90",12659.2572699786,5775131.85807447,48.318886842322,"A","2019-04",4970.8,4434.9,4496.5,3764.4,3275.4,3274,1206.4,1159.5,1222.5,2019-04-01,"Upstate"
"91",15023.1453656115,5644967.43887959,70.7306948385461,"A","2019-05",4970.8,4434.9,4496.5,3764.4,3275.4,3274,1206.4,1159.5,1222.5,2019-05-01,"Upstate"
"92",18395.3259339581,6697005.45253885,75.5256334314002,"A","2019-06",4970.8,4434.9,4496.5,3764.4,3275.4,3274,1206.4,1159.5,1222.5,2019-06-01,"Upstate"
"93",20275.0097247907,8121593.12334766,81.6538829808646,"A","2019-07",4970.8,4434.9,4496.5,3764.4,3275.4,3274,1206.4,1159.5,1222.5,2019-07-01,"Upstate"
"94",20004.7515336174,7861626.15612097,80.0510466861047,"A","2019-08",4970.8,4434.9,4496.5,3764.4,3275.4,3274,1206.4,1159.5,1222.5,2019-08-01,"Upstate"
"95",19908.571284562,6522139.95986665,73.8936254742641,"A","2019-09",4970.8,4434.9,4496.5,3764.4,3275.4,3274,1206.4,1159.5,1222.5,2019-09-01,"Upstate"
"96",13571.5034051615,5729040.41501031,58.2464440799558,"A","2019-10",5129,4593.1,4654.7,3922.6,3433.6,3432.2,1206.4,1159.5,1222.5,2019-10-01,"Upstate"
"97",13364.6222210462,6267796.71831788,43.9009056227008,"A","2019-11",5129,4593.1,4654.7,3922.6,3433.6,3432.2,1206.4,1159.5,1222.5,2019-11-01,"Upstate"
"98",16094.2438031295,7172308.02611253,34.2620765627768,"A","2019-12",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2019-12-01,"Upstate"
"99",15889.2276523369,7413562.59934685,32.2179900916903,"A","2020-01",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2020-01-01,"Upstate"
"100",14568.459180184,6302620.72975795,38.428525217562,"A","2020-02",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2020-02-01,"Upstate"
"101",14251.0720123307,6862736.00832468,38.994205393401,"A","2020-03",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2020-03-01,"Upstate"
"102",12483.8785059354,5659037.16328665,51.5207632453213,"A","2020-04",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2020-04-01,"Upstate"
"103",15231.5095117725,5725071.67812782,68.3619425803371,"A","2020-05",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2020-05-01,"Upstate"
"104",18595.1089563718,6646155.45759127,74.9461640109194,"A","2020-06",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2020-06-01,"Upstate"
"105",20522.9256210405,8199898.49482147,80.3168849089707,"A","2020-07",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2020-07-01,"Upstate"
"106",19999.2560484679,7604883.23373419,78.7084734609908,"A","2020-08",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2020-08-01,"Upstate"
"107",19972.3519396501,6466618.71444727,73.9024926552947,"A","2020-09",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2020-09-01,"Upstate"
"108",13986.0130300244,5682998.5295236,60.1516406554655,"A","2020-10",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2020-10-01,"Upstate"
"109",13333.332934845,6290941.69429398,44.8099051460206,"A","2020-11",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2020-11-01,"Upstate"
"110",16433.8806794378,7310069.31635671,33.0882164790338,"A","2020-12",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2020-12-01,"Upstate"
"111",16293.9990862757,7579159.14228757,31.8889050803186,"A","2021-01",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2021-01-01,"Upstate"
"112",14912.7104801787,6423116.56829765,38.4798451146298,"A","2021-02",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2021-02-01,"Upstate"
"113",14537.9499471029,6942636.38843179,38.4566682770041,"A","2021-03",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2021-03-01,"Upstate"
"114",12838.3592648591,5835651.90958827,49.8364011861731,"A","2021-04",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2021-04-01,"Upstate"
"115",15645.9626869699,5843911.13191482,70.5852618914219,"A","2021-05",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2021-05-01,"Upstate"
"116",19152.7969822628,6717557.35248004,75.4697228912513,"A","2021-06",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2021-06-01,"Upstate"
"117",21120.1042103768,8438375.05941368,81.409569039803,"A","2021-07",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2021-07-01,"Upstate"
"118",20604.2622833127,7936171.0000073,79.1063820370049,"A","2021-08",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2021-08-01,"Upstate"
"119",20513.1264712886,6629886.59084768,73.9468220475135,"A","2021-09",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2021-09-01,"Upstate"
"120",14514.1490343079,5766671.44616408,58.8344517962696,"A","2021-10",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2021-10-01,"Upstate"
"121",13665.046450338,6374408.86345055,43.0756742432059,"A","2021-11",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2021-11-01,"Upstate"
"122",16763.2484936572,7296467.99921986,33.6856084518319,"A","2021-12",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2021-12-01,"Upstate"
"123",16501.2210516866,7588755.2381749,31.5483249071025,"A","2022-01",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2022-01-01,"Upstate"
"124",15195.6164557988,6461726.74584543,37.9898724139147,"A","2022-02",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2022-02-01,"Upstate"
"125",14740.5227074812,6937207.31286162,38.7991162090812,"A","2022-03",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2022-03-01,"Upstate"
"126",13064.1841596602,5824452.15827381,49.4118554277398,"A","2022-04",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2022-04-01,"Upstate"
"127",15748.4775633474,5777866.5444216,70.4381909005823,"A","2022-05",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2022-05-01,"Upstate"
"128",19284.4247098376,6750520.89187243,75.4139351733323,"A","2022-06",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2022-06-01,"Upstate"
"129",21251.7859253636,8320574.16320267,81.3795367370685,"A","2022-07",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2022-07-01,"Upstate"
"130",20791.3906520201,7861422.17569524,79.3551637257492,"A","2022-08",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2022-08-01,"Upstate"
"131",20734.0738396964,6602691.84439647,73.8978737729199,"A","2022-09",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2022-09-01,"Upstate"
"132",14519.164534171,5796040.72237068,58.7074081548189,"A","2022-10",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2022-10-01,"Upstate"
"133",13882.6079707512,6393063.9628657,43.4396849679683,"A","2022-11",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2022-11-01,"Upstate"
"134",16906.1053547283,7326881.95738078,33.8108226659208,"A","2022-12",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2022-12-01,"Upstate"
"135",16725.6585995988,7605239.90807063,31.7701843834917,"A","2023-01",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2023-01-01,"Upstate"
"136",15356.6148976081,6462080.70778595,38.1485523732939,"A","2023-02",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2023-02-01,"Upstate"
"137",14943.1896131325,6978274.06276835,38.8230107572575,"A","2023-03",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2023-03-01,"Upstate"
"138",13198.2430322739,5834794.53535181,50.1128774751159,"A","2023-04",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2023-04-01,"Upstate"
"139",16022.962730896,5844373.09286564,69.7590428810452,"A","2023-05",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2023-05-01,"Upstate"
"140",19581.0438876405,6769582.14948048,75.2533734917443,"A","2023-06",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2023-06-01,"Upstate"
"141",21588.9571089482,8408205.70658495,81.024648446053,"A","2023-07",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2023-07-01,"Upstate"
"142",21072.3186966069,7880578.34667263,79.1175645393426,"A","2023-08",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2023-08-01,"Upstate"
"143",21010.9262960329,6633583.92854086,73.8936435821077,"A","2023-09",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2023-09-01,"Upstate"
"144",14779.7695563621,5804785.40879702,59.1780265411652,"A","2023-10",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2023-10-01,"Upstate"
"145",14038.4617801273,6410537.2248205,43.8532721110255,"A","2023-11",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2023-11-01,"Upstate"
"146",17165.6451656842,7374648.81397917,33.5601617556271,"A","2023-12",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2023-12-01,"Upstate"
"147",16963.219489408,7655151.5436356,31.7874067775613,"A","2024-01",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2024-01-01,"Upstate"
"148",15582.377999252,6505173.01766787,38.2398766709001,"A","2024-02",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2024-02-01,"Upstate"
"149",15158.7360274198,7012334.08197912,38.6969821898206,"A","2024-03",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2024-03-01,"Upstate"
"150",13402.5634215788,5876980.17489771,49.9701166243788,"A","2024-04",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2024-04-01,"Upstate"
"151",16247.7236016762,5875663.57498675,70.0703739904074,"A","2024-05",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2024-05-01,"Upstate"
"152",19857.4501728269,6807196.13628598,75.3309706219675,"A","2024-06",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2024-06-01,"Upstate"
"153",21887.4072137268,8461494.10614548,81.1708060672917,"A","2024-07",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2024-07-01,"Upstate"
"154",21380.4861679429,7963075.44500255,79.12704365781,"A","2024-08",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2024-08-01,"Upstate"
"155",21306.4938133972,6679299.76947467,73.9083544519079,"A","2024-09",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2024-09-01,"Upstate"
"156",14997.1939988568,5837275.05496868,59.0312612207685,"A","2024-10",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2024-10-01,"Upstate"
"157",14255.0247981768,6445718.19684818,43.5693635349482,"A","2024-11",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2024-11-01,"Upstate"
"158",17388.5344133834,7397355.84604223,33.6160260615544,"A","2024-12",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2024-12-01,"Upstate"
"159",17180.5640596958,7679285.56483139,31.7064190032949,"A","2025-01",5688.3,5152.4,5214,4481.9,3992.9,3991.5,1206.4,1159.5,1222.5,2025-01-01,"Upstate"
